,income,incomePredicted
22919, >50K, <=50K
22920, <=50K, <=50K
22921, <=50K, <=50K
22922, <=50K, <=50K
22923, <=50K, <=50K
22924, >50K, <=50K
22925, >50K, <=50K
22926, <=50K, <=50K
22927, <=50K, <=50K
22928, <=50K, <=50K
22929, <=50K, <=50K
22930, <=50K, <=50K
22931, >50K, <=50K
22932, <=50K, <=50K
22933, >50K, <=50K
22934, <=50K, <=50K
22935, <=50K, <=50K
22936, <=50K, <=50K
22937, >50K, <=50K
22938, <=50K, <=50K
22939, <=50K, <=50K
22940, <=50K, <=50K
22941, <=50K, <=50K
22942, <=50K, <=50K
22943, >50K, >50K
22944, <=50K, <=50K
22945, <=50K, <=50K
22946, <=50K, <=50K
22947, >50K, >50K
22948, >50K, >50K
22949, <=50K, <=50K
22950, <=50K, <=50K
22951, <=50K, <=50K
22952, <=50K, <=50K
22953, >50K, <=50K
22954, <=50K, <=50K
22955, <=50K, <=50K
22956, <=50K, <=50K
22957, <=50K, <=50K
22958, <=50K, <=50K
22959, <=50K, <=50K
22960, <=50K, <=50K
22961, <=50K, <=50K
22962, <=50K, <=50K
22963, <=50K, <=50K
22964, >50K, <=50K
22965, <=50K, <=50K
22966, <=50K, <=50K
22967, <=50K, <=50K
22968, >50K, <=50K
22969, >50K, >50K
22970, >50K, >50K
22971, >50K, <=50K
22972, <=50K, <=50K
22973, <=50K, <=50K
22974, <=50K, <=50K
22975, <=50K, <=50K
22976, <=50K, <=50K
22977, <=50K, <=50K
22978, >50K, <=50K
22979, <=50K, <=50K
22980, <=50K, >50K
22981, <=50K, <=50K
22982, <=50K, <=50K
22983, <=50K, <=50K
22984, >50K, >50K
22985, >50K, >50K
22986, <=50K, <=50K
22987, >50K, <=50K
22988, <=50K, <=50K
22989, <=50K, <=50K
22990, <=50K, <=50K
22991, >50K, <=50K
22992, <=50K, <=50K
22993, <=50K, <=50K
22994, <=50K, <=50K
22995, >50K, <=50K
22996, <=50K, <=50K
22997, <=50K, <=50K
22998, <=50K, <=50K
22999, <=50K, <=50K
23000, <=50K, <=50K
23001, <=50K, <=50K
23002, >50K, <=50K
23003, <=50K, <=50K
23004, <=50K, <=50K
23005, >50K, >50K
23006, <=50K, <=50K
23007, <=50K, <=50K
23008, >50K, <=50K
23009, <=50K, <=50K
23010, >50K, <=50K
23011, >50K, <=50K
23012, <=50K, <=50K
23013, <=50K, <=50K
23014, <=50K, <=50K
23015, >50K, >50K
23016, >50K, >50K
23017, <=50K, <=50K
23018, >50K, <=50K
23019, <=50K, <=50K
23020, <=50K, <=50K
23021, <=50K, <=50K
23022, <=50K, <=50K
23023, <=50K, <=50K
23024, <=50K, <=50K
23025, <=50K, <=50K
23026, <=50K, <=50K
23027, <=50K, >50K
23028, >50K, <=50K
23029, >50K, <=50K
23030, <=50K, <=50K
23031, <=50K, <=50K
23032, <=50K, <=50K
23033, <=50K, <=50K
23034, <=50K, <=50K
23035, >50K, <=50K
23036, <=50K, <=50K
23037, <=50K, <=50K
23038, <=50K, <=50K
23039, <=50K, <=50K
23040, >50K, <=50K
23041, >50K, >50K
23042, <=50K, <=50K
23043, <=50K, <=50K
23044, <=50K, <=50K
23045, >50K, <=50K
23046, <=50K, <=50K
23047, <=50K, <=50K
23048, <=50K, <=50K
23049, <=50K, <=50K
23050, <=50K, <=50K
23051, <=50K, <=50K
23052, >50K, <=50K
23053, <=50K, <=50K
23054, <=50K, >50K
23055, >50K, <=50K
23056, <=50K, <=50K
23057, <=50K, <=50K
23058, <=50K, <=50K
23059, <=50K, <=50K
23060, <=50K, <=50K
23061, >50K, <=50K
23062, <=50K, <=50K
23063, <=50K, <=50K
23064, <=50K, <=50K
23065, <=50K, <=50K
23066, <=50K, <=50K
23067, <=50K, >50K
23068, <=50K, <=50K
23069, <=50K, >50K
23070, <=50K, <=50K
23071, <=50K, <=50K
23072, <=50K, <=50K
23073, <=50K, <=50K
23074, <=50K, <=50K
23075, <=50K, <=50K
23076, <=50K, <=50K
23077, <=50K, <=50K
23078, >50K, >50K
23079, <=50K, <=50K
23080, >50K, <=50K
23081, <=50K, <=50K
23082, <=50K, >50K
23083, <=50K, <=50K
23084, <=50K, <=50K
23085, <=50K, <=50K
23086, <=50K, <=50K
23087, >50K, >50K
23088, <=50K, <=50K
23089, >50K, <=50K
23090, <=50K, <=50K
23091, <=50K, <=50K
23092, <=50K, <=50K
23093, <=50K, <=50K
23094, <=50K, <=50K
23095, <=50K, <=50K
23096, <=50K, <=50K
23097, <=50K, <=50K
23098, <=50K, <=50K
23099, <=50K, <=50K
23100, <=50K, <=50K
23101, >50K, <=50K
23102, <=50K, <=50K
23103, >50K, <=50K
23104, <=50K, <=50K
23105, <=50K, <=50K
23106, >50K, <=50K
23107, <=50K, <=50K
23108, <=50K, <=50K
23109, <=50K, <=50K
23110, >50K, <=50K
23111, <=50K, <=50K
23112, <=50K, <=50K
23113, <=50K, <=50K
23114, <=50K, <=50K
23115, <=50K, <=50K
23116, <=50K, <=50K
23117, <=50K, <=50K
23118, <=50K, <=50K
23119, <=50K, <=50K
23120, <=50K, <=50K
23121, <=50K, <=50K
23122, <=50K, <=50K
23123, <=50K, <=50K
23124, <=50K, <=50K
23125, <=50K, <=50K
23126, >50K, <=50K
23127, <=50K, <=50K
23128, <=50K, <=50K
23129, <=50K, <=50K
23130, <=50K, <=50K
23131, >50K, <=50K
23132, <=50K, <=50K
23133, <=50K, <=50K
23134, <=50K, <=50K
23135, <=50K, <=50K
23136, <=50K, <=50K
23137, <=50K, <=50K
23138, <=50K, <=50K
23139, <=50K, <=50K
23140, <=50K, <=50K
23141, <=50K, <=50K
23142, <=50K, <=50K
23143, <=50K, <=50K
23144, <=50K, <=50K
23145, <=50K, >50K
23146, <=50K, <=50K
23147, <=50K, <=50K
23148, <=50K, <=50K
23149, <=50K, <=50K
23150, <=50K, <=50K
23151, <=50K, >50K
23152, <=50K, <=50K
23153, >50K, <=50K
23154, <=50K, <=50K
23155, <=50K, <=50K
23156, <=50K, <=50K
23157, <=50K, <=50K
23158, <=50K, <=50K
23159, <=50K, <=50K
23160, <=50K, <=50K
23161, <=50K, <=50K
23162, <=50K, <=50K
23163, <=50K, <=50K
23164, >50K, <=50K
23165, <=50K, <=50K
23166, <=50K, <=50K
23167, <=50K, <=50K
23168, <=50K, <=50K
23169, <=50K, <=50K
23170, <=50K, <=50K
23171, <=50K, <=50K
23172, >50K, <=50K
23173, <=50K, <=50K
23174, <=50K, <=50K
23175, <=50K, <=50K
23176, <=50K, <=50K
23177, >50K, <=50K
23178, <=50K, <=50K
23179, <=50K, <=50K
23180, <=50K, <=50K
23181, >50K, >50K
23182, <=50K, <=50K
23183, >50K, <=50K
23184, <=50K, <=50K
23185, <=50K, <=50K
23186, <=50K, <=50K
23187, <=50K, >50K
23188, <=50K, <=50K
23189, <=50K, <=50K
23190, >50K, <=50K
23191, >50K, <=50K
23192, <=50K, <=50K
23193, <=50K, <=50K
23194, <=50K, >50K
23195, <=50K, <=50K
23196, >50K, >50K
23197, <=50K, <=50K
23198, <=50K, <=50K
23199, <=50K, <=50K
23200, <=50K, >50K
23201, <=50K, <=50K
23202, <=50K, <=50K
23203, <=50K, <=50K
23204, <=50K, <=50K
23205, >50K, <=50K
23206, <=50K, <=50K
23207, <=50K, <=50K
23208, <=50K, <=50K
23209, >50K, >50K
23210, <=50K, <=50K
23211, <=50K, <=50K
23212, <=50K, <=50K
23213, <=50K, <=50K
23214, <=50K, >50K
23215, <=50K, <=50K
23216, <=50K, <=50K
23217, <=50K, <=50K
23218, <=50K, <=50K
23219, <=50K, >50K
23220, <=50K, <=50K
23221, <=50K, <=50K
23222, >50K, <=50K
23223, <=50K, >50K
23224, >50K, >50K
23225, <=50K, <=50K
23226, <=50K, <=50K
23227, <=50K, <=50K
23228, <=50K, <=50K
23229, <=50K, <=50K
23230, <=50K, <=50K
23231, >50K, <=50K
23232, <=50K, <=50K
23233, <=50K, <=50K
23234, <=50K, <=50K
23235, <=50K, <=50K
23236, >50K, >50K
23237, <=50K, <=50K
23238, <=50K, >50K
23239, <=50K, <=50K
23240, <=50K, <=50K
23241, <=50K, <=50K
23242, <=50K, <=50K
23243, <=50K, <=50K
23244, >50K, <=50K
23245, <=50K, <=50K
23246, <=50K, <=50K
23247, <=50K, <=50K
23248, <=50K, <=50K
23249, >50K, <=50K
23250, <=50K, <=50K
23251, <=50K, <=50K
23252, <=50K, <=50K
23253, <=50K, <=50K
23254, <=50K, <=50K
23255, >50K, >50K
23256, >50K, >50K
23257, <=50K, <=50K
23258, <=50K, <=50K
23259, <=50K, <=50K
23260, >50K, >50K
23261, <=50K, <=50K
23262, >50K, >50K
23263, <=50K, <=50K
23264, <=50K, <=50K
23265, <=50K, <=50K
23266, >50K, >50K
23267, <=50K, <=50K
23268, <=50K, <=50K
23269, <=50K, <=50K
23270, <=50K, <=50K
23271, <=50K, <=50K
23272, <=50K, <=50K
23273, >50K, <=50K
23274, >50K, <=50K
23275, <=50K, <=50K
23276, <=50K, <=50K
23277, <=50K, <=50K
23278, >50K, <=50K
23279, >50K, <=50K
23280, >50K, <=50K
23281, <=50K, <=50K
23282, <=50K, <=50K
23283, <=50K, <=50K
23284, <=50K, <=50K
23285, >50K, <=50K
23286, <=50K, <=50K
23287, <=50K, <=50K
23288, <=50K, <=50K
23289, <=50K, <=50K
23290, >50K, <=50K
23291, <=50K, <=50K
23292, <=50K, <=50K
23293, <=50K, <=50K
23294, <=50K, <=50K
23295, >50K, >50K
23296, <=50K, <=50K
23297, <=50K, <=50K
23298, <=50K, <=50K
23299, <=50K, <=50K
23300, <=50K, <=50K
23301, >50K, <=50K
23302, <=50K, <=50K
23303, >50K, >50K
23304, >50K, <=50K
23305, >50K, >50K
23306, <=50K, <=50K
23307, <=50K, <=50K
23308, >50K, >50K
23309, <=50K, <=50K
23310, >50K, <=50K
23311, <=50K, <=50K
23312, >50K, >50K
23313, >50K, <=50K
23314, <=50K, <=50K
23315, <=50K, <=50K
23316, <=50K, <=50K
23317, >50K, <=50K
23318, >50K, <=50K
23319, >50K, <=50K
23320, <=50K, >50K
23321, <=50K, <=50K
23322, <=50K, <=50K
23323, <=50K, <=50K
23324, >50K, >50K
23325, <=50K, <=50K
23326, <=50K, <=50K
23327, <=50K, <=50K
23328, <=50K, <=50K
23329, <=50K, <=50K
23330, <=50K, <=50K
23331, <=50K, >50K
23332, <=50K, <=50K
23333, <=50K, <=50K
23334, >50K, <=50K
23335, <=50K, <=50K
23336, <=50K, <=50K
23337, <=50K, <=50K
23338, <=50K, <=50K
23339, <=50K, <=50K
23340, <=50K, <=50K
23341, >50K, <=50K
23342, <=50K, <=50K
23343, >50K, >50K
23344, >50K, >50K
23345, <=50K, <=50K
23346, <=50K, <=50K
23347, <=50K, <=50K
23348, <=50K, <=50K
23349, <=50K, <=50K
23350, <=50K, <=50K
23351, <=50K, <=50K
23352, <=50K, <=50K
23353, <=50K, <=50K
23354, >50K, >50K
23355, <=50K, <=50K
23356, <=50K, <=50K
23357, >50K, <=50K
23358, >50K, <=50K
23359, <=50K, <=50K
23360, <=50K, <=50K
23361, >50K, <=50K
23362, <=50K, <=50K
23363, <=50K, <=50K
23364, <=50K, <=50K
23365, <=50K, <=50K
23366, >50K, >50K
23367, <=50K, <=50K
23368, >50K, <=50K
23369, <=50K, <=50K
23370, >50K, <=50K
23371, <=50K, <=50K
23372, <=50K, <=50K
23373, <=50K, <=50K
23374, <=50K, <=50K
23375, <=50K, <=50K
23376, <=50K, <=50K
23377, >50K, <=50K
23378, <=50K, <=50K
23379, <=50K, <=50K
23380, >50K, <=50K
23381, >50K, >50K
23382, >50K, >50K
23383, <=50K, <=50K
23384, >50K, <=50K
23385, <=50K, <=50K
23386, <=50K, <=50K
23387, <=50K, <=50K
23388, <=50K, <=50K
23389, >50K, <=50K
23390, <=50K, >50K
23391, >50K, <=50K
23392, <=50K, <=50K
23393, <=50K, <=50K
23394, <=50K, <=50K
23395, <=50K, <=50K
23396, <=50K, <=50K
23397, <=50K, <=50K
23398, <=50K, <=50K
23399, <=50K, <=50K
23400, <=50K, <=50K
23401, <=50K, <=50K
23402, >50K, <=50K
23403, >50K, <=50K
23404, >50K, <=50K
23405, <=50K, <=50K
23406, <=50K, <=50K
23407, <=50K, <=50K
23408, <=50K, <=50K
23409, <=50K, <=50K
23410, <=50K, <=50K
23411, >50K, >50K
23412, <=50K, <=50K
23413, <=50K, <=50K
23414, <=50K, <=50K
23415, <=50K, <=50K
23416, >50K, <=50K
23417, >50K, <=50K
23418, <=50K, <=50K
23419, >50K, >50K
23420, >50K, >50K
23421, >50K, <=50K
23422, >50K, >50K
23423, >50K, >50K
23424, <=50K, <=50K
23425, <=50K, <=50K
23426, <=50K, <=50K
23427, <=50K, <=50K
23428, <=50K, <=50K
23429, >50K, <=50K
23430, <=50K, <=50K
23431, <=50K, <=50K
23432, <=50K, <=50K
23433, <=50K, <=50K
23434, <=50K, <=50K
23435, <=50K, <=50K
23436, <=50K, >50K
23437, <=50K, <=50K
23438, <=50K, <=50K
23439, >50K, >50K
23440, <=50K, <=50K
23441, >50K, <=50K
23442, <=50K, <=50K
23443, <=50K, <=50K
23444, <=50K, <=50K
23445, <=50K, <=50K
23446, >50K, <=50K
23447, <=50K, <=50K
23448, <=50K, <=50K
23449, <=50K, <=50K
23450, <=50K, <=50K
23451, <=50K, <=50K
23452, >50K, <=50K
23453, <=50K, <=50K
23454, <=50K, <=50K
23455, <=50K, <=50K
23456, <=50K, <=50K
23457, <=50K, <=50K
23458, <=50K, <=50K
23459, >50K, >50K
23460, >50K, <=50K
23461, <=50K, <=50K
23462, <=50K, <=50K
23463, <=50K, <=50K
23464, >50K, >50K
23465, <=50K, <=50K
23466, <=50K, <=50K
23467, >50K, >50K
23468, <=50K, <=50K
23469, <=50K, <=50K
23470, <=50K, <=50K
23471, >50K, <=50K
23472, <=50K, <=50K
23473, <=50K, <=50K
23474, >50K, <=50K
23475, <=50K, <=50K
23476, <=50K, <=50K
23477, <=50K, <=50K
23478, <=50K, <=50K
23479, <=50K, <=50K
23480, <=50K, <=50K
23481, <=50K, <=50K
23482, <=50K, <=50K
23483, <=50K, <=50K
23484, <=50K, <=50K
23485, <=50K, <=50K
23486, <=50K, <=50K
23487, <=50K, <=50K
23488, <=50K, <=50K
23489, >50K, <=50K
23490, <=50K, <=50K
23491, >50K, <=50K
23492, <=50K, <=50K
23493, <=50K, >50K
23494, <=50K, <=50K
23495, <=50K, <=50K
23496, <=50K, <=50K
23497, <=50K, <=50K
23498, >50K, <=50K
23499, <=50K, <=50K
23500, <=50K, <=50K
23501, >50K, <=50K
23502, <=50K, <=50K
23503, <=50K, <=50K
23504, >50K, <=50K
23505, >50K, >50K
23506, <=50K, <=50K
23507, <=50K, <=50K
23508, <=50K, <=50K
23509, >50K, >50K
23510, <=50K, <=50K
23511, >50K, >50K
23512, <=50K, <=50K
23513, <=50K, <=50K
23514, <=50K, <=50K
23515, <=50K, <=50K
23516, <=50K, <=50K
23517, <=50K, <=50K
23518, <=50K, <=50K
23519, >50K, >50K
23520, <=50K, <=50K
23521, <=50K, <=50K
23522, <=50K, <=50K
23523, >50K, >50K
23524, <=50K, <=50K
23525, <=50K, <=50K
23526, <=50K, <=50K
23527, >50K, >50K
23528, >50K, <=50K
23529, <=50K, <=50K
23530, <=50K, <=50K
23531, <=50K, <=50K
23532, <=50K, <=50K
23533, <=50K, <=50K
23534, <=50K, <=50K
23535, >50K, <=50K
23536, <=50K, <=50K
23537, <=50K, >50K
23538, <=50K, <=50K
23539, <=50K, <=50K
23540, <=50K, <=50K
23541, <=50K, <=50K
23542, <=50K, <=50K
23543, >50K, <=50K
23544, <=50K, <=50K
23545, >50K, <=50K
23546, <=50K, <=50K
23547, <=50K, <=50K
23548, >50K, <=50K
23549, >50K, <=50K
23550, >50K, <=50K
23551, <=50K, <=50K
23552, >50K, <=50K
23553, >50K, >50K
23554, >50K, >50K
23555, <=50K, <=50K
23556, <=50K, <=50K
23557, <=50K, <=50K
23558, <=50K, >50K
23559, <=50K, <=50K
23560, <=50K, <=50K
23561, <=50K, <=50K
23562, >50K, <=50K
23563, >50K, >50K
23564, <=50K, <=50K
23565, <=50K, <=50K
23566, <=50K, <=50K
23567, >50K, <=50K
23568, >50K, <=50K
23569, >50K, <=50K
23570, >50K, <=50K
23571, >50K, <=50K
23572, <=50K, <=50K
23573, <=50K, <=50K
23574, <=50K, <=50K
23575, <=50K, <=50K
23576, <=50K, <=50K
23577, <=50K, <=50K
23578, >50K, <=50K
23579, <=50K, <=50K
23580, <=50K, >50K
23581, <=50K, <=50K
23582, >50K, <=50K
23583, <=50K, <=50K
23584, <=50K, <=50K
23585, >50K, <=50K
23586, <=50K, <=50K
23587, >50K, <=50K
23588, <=50K, <=50K
23589, >50K, <=50K
23590, >50K, <=50K
23591, <=50K, <=50K
23592, >50K, <=50K
23593, <=50K, <=50K
23594, <=50K, <=50K
23595, <=50K, <=50K
23596, <=50K, <=50K
23597, <=50K, <=50K
23598, >50K, <=50K
23599, >50K, <=50K
23600, >50K, <=50K
23601, <=50K, <=50K
23602, <=50K, <=50K
23603, <=50K, <=50K
23604, <=50K, <=50K
23605, <=50K, <=50K
23606, <=50K, <=50K
23607, <=50K, <=50K
23608, <=50K, <=50K
23609, <=50K, <=50K
23610, <=50K, <=50K
23611, <=50K, <=50K
23612, <=50K, <=50K
23613, >50K, <=50K
23614, <=50K, <=50K
23615, <=50K, <=50K
23616, <=50K, <=50K
23617, <=50K, <=50K
23618, >50K, <=50K
23619, >50K, <=50K
23620, <=50K, <=50K
23621, <=50K, <=50K
23622, <=50K, <=50K
23623, <=50K, <=50K
23624, <=50K, <=50K
23625, <=50K, <=50K
23626, <=50K, <=50K
23627, >50K, <=50K
23628, <=50K, <=50K
23629, <=50K, >50K
23630, <=50K, <=50K
23631, <=50K, <=50K
23632, <=50K, <=50K
23633, <=50K, <=50K
23634, <=50K, <=50K
23635, <=50K, <=50K
23636, >50K, <=50K
23637, <=50K, <=50K
23638, <=50K, <=50K
23639, <=50K, <=50K
23640, <=50K, <=50K
23641, >50K, >50K
23642, <=50K, >50K
23643, <=50K, <=50K
23644, <=50K, <=50K
23645, <=50K, <=50K
23646, <=50K, <=50K
23647, <=50K, <=50K
23648, <=50K, <=50K
23649, >50K, >50K
23650, <=50K, <=50K
23651, >50K, <=50K
23652, <=50K, <=50K
23653, <=50K, <=50K
23654, <=50K, <=50K
23655, <=50K, <=50K
23656, <=50K, <=50K
23657, <=50K, <=50K
23658, <=50K, <=50K
23659, <=50K, <=50K
23660, <=50K, <=50K
23661, >50K, >50K
23662, <=50K, <=50K
23663, <=50K, <=50K
23664, >50K, <=50K
23665, <=50K, <=50K
23666, <=50K, <=50K
23667, <=50K, <=50K
23668, <=50K, <=50K
23669, <=50K, <=50K
23670, <=50K, <=50K
23671, >50K, <=50K
23672, >50K, >50K
23673, <=50K, >50K
23674, <=50K, <=50K
23675, <=50K, <=50K
23676, <=50K, <=50K
23677, <=50K, <=50K
23678, >50K, >50K
23679, <=50K, <=50K
23680, <=50K, <=50K
23681, >50K, >50K
23682, >50K, >50K
23683, <=50K, <=50K
23684, <=50K, <=50K
23685, >50K, <=50K
23686, >50K, <=50K
23687, <=50K, <=50K
23688, <=50K, <=50K
23689, >50K, <=50K
23690, <=50K, <=50K
23691, <=50K, <=50K
23692, <=50K, <=50K
23693, <=50K, <=50K
23694, <=50K, <=50K
23695, <=50K, <=50K
23696, <=50K, <=50K
23697, <=50K, <=50K
23698, <=50K, <=50K
23699, <=50K, <=50K
23700, <=50K, <=50K
23701, >50K, >50K
23702, <=50K, <=50K
23703, <=50K, <=50K
23704, <=50K, <=50K
23705, <=50K, <=50K
23706, >50K, <=50K
23707, <=50K, <=50K
23708, >50K, <=50K
23709, >50K, >50K
23710, <=50K, <=50K
23711, <=50K, >50K
23712, <=50K, <=50K
23713, <=50K, <=50K
23714, <=50K, <=50K
23715, >50K, <=50K
23716, >50K, <=50K
23717, <=50K, <=50K
23718, <=50K, <=50K
23719, <=50K, <=50K
23720, <=50K, <=50K
23721, >50K, >50K
23722, <=50K, <=50K
23723, <=50K, <=50K
23724, <=50K, <=50K
23725, >50K, <=50K
23726, >50K, <=50K
23727, <=50K, <=50K
23728, <=50K, <=50K
23729, <=50K, <=50K
23730, <=50K, <=50K
23731, <=50K, <=50K
23732, <=50K, <=50K
23733, >50K, <=50K
23734, <=50K, <=50K
23735, >50K, <=50K
23736, >50K, >50K
23737, <=50K, <=50K
23738, <=50K, >50K
23739, <=50K, <=50K
23740, <=50K, <=50K
23741, >50K, <=50K
23742, <=50K, <=50K
23743, <=50K, <=50K
23744, <=50K, <=50K
23745, >50K, <=50K
23746, <=50K, <=50K
23747, <=50K, <=50K
23748, <=50K, <=50K
23749, <=50K, <=50K
23750, <=50K, <=50K
23751, <=50K, <=50K
23752, >50K, <=50K
23753, <=50K, <=50K
23754, <=50K, >50K
23755, <=50K, <=50K
23756, >50K, >50K
23757, <=50K, <=50K
23758, <=50K, <=50K
23759, <=50K, <=50K
23760, >50K, >50K
23761, <=50K, <=50K
23762, <=50K, <=50K
23763, >50K, <=50K
23764, <=50K, <=50K
23765, <=50K, <=50K
23766, <=50K, <=50K
23767, <=50K, <=50K
23768, <=50K, <=50K
23769, >50K, >50K
23770, <=50K, <=50K
23771, <=50K, <=50K
23772, <=50K, <=50K
23773, <=50K, <=50K
23774, <=50K, <=50K
23775, <=50K, <=50K
23776, <=50K, <=50K
23777, <=50K, <=50K
23778, <=50K, <=50K
23779, <=50K, <=50K
23780, <=50K, <=50K
23781, <=50K, <=50K
23782, >50K, <=50K
23783, >50K, >50K
23784, >50K, <=50K
23785, <=50K, <=50K
23786, <=50K, <=50K
23787, <=50K, <=50K
23788, <=50K, <=50K
23789, >50K, >50K
23790, <=50K, <=50K
23791, <=50K, <=50K
23792, >50K, >50K
23793, <=50K, <=50K
23794, <=50K, <=50K
23795, <=50K, <=50K
23796, <=50K, <=50K
23797, <=50K, <=50K
23798, <=50K, <=50K
23799, <=50K, <=50K
23800, <=50K, <=50K
23801, <=50K, <=50K
23802, <=50K, >50K
23803, <=50K, <=50K
23804, <=50K, <=50K
23805, <=50K, <=50K
23806, <=50K, <=50K
23807, <=50K, <=50K
23808, <=50K, <=50K
23809, <=50K, <=50K
23810, <=50K, <=50K
23811, <=50K, <=50K
23812, <=50K, <=50K
23813, <=50K, <=50K
23814, <=50K, <=50K
23815, >50K, >50K
23816, <=50K, <=50K
23817, <=50K, <=50K
23818, <=50K, <=50K
23819, <=50K, <=50K
23820, <=50K, <=50K
23821, <=50K, <=50K
23822, <=50K, <=50K
23823, <=50K, <=50K
23824, <=50K, <=50K
23825, <=50K, <=50K
23826, <=50K, <=50K
23827, <=50K, <=50K
23828, <=50K, <=50K
23829, >50K, <=50K
23830, <=50K, <=50K
23831, <=50K, <=50K
23832, <=50K, <=50K
23833, <=50K, <=50K
23834, <=50K, <=50K
23835, >50K, <=50K
23836, <=50K, <=50K
23837, <=50K, <=50K
23838, <=50K, <=50K
23839, >50K, >50K
23840, >50K, <=50K
23841, >50K, <=50K
23842, <=50K, <=50K
23843, <=50K, <=50K
23844, >50K, >50K
23845, >50K, >50K
23846, <=50K, <=50K
23847, <=50K, <=50K
23848, <=50K, <=50K
23849, >50K, <=50K
23850, <=50K, <=50K
23851, <=50K, <=50K
23852, >50K, <=50K
23853, >50K, <=50K
23854, >50K, >50K
23855, <=50K, <=50K
23856, <=50K, <=50K
23857, >50K, <=50K
23858, <=50K, <=50K
23859, <=50K, <=50K
23860, <=50K, <=50K
23861, <=50K, <=50K
23862, <=50K, <=50K
23863, <=50K, <=50K
23864, <=50K, <=50K
23865, <=50K, <=50K
23866, <=50K, <=50K
23867, >50K, <=50K
23868, <=50K, <=50K
23869, <=50K, <=50K
23870, <=50K, <=50K
23871, <=50K, <=50K
23872, >50K, <=50K
23873, <=50K, >50K
23874, >50K, <=50K
23875, <=50K, <=50K
23876, <=50K, <=50K
23877, >50K, <=50K
23878, >50K, <=50K
23879, >50K, >50K
23880, <=50K, <=50K
23881, <=50K, <=50K
23882, <=50K, <=50K
23883, <=50K, <=50K
23884, <=50K, <=50K
23885, <=50K, <=50K
23886, <=50K, <=50K
23887, <=50K, <=50K
23888, <=50K, <=50K
23889, >50K, <=50K
23890, >50K, <=50K
23891, <=50K, <=50K
23892, <=50K, <=50K
23893, <=50K, <=50K
23894, >50K, <=50K
23895, >50K, <=50K
23896, >50K, >50K
23897, >50K, >50K
23898, <=50K, <=50K
23899, <=50K, <=50K
23900, <=50K, <=50K
23901, <=50K, <=50K
23902, <=50K, <=50K
23903, <=50K, >50K
23904, >50K, <=50K
23905, <=50K, <=50K
23906, <=50K, <=50K
23907, <=50K, <=50K
23908, <=50K, <=50K
23909, <=50K, <=50K
23910, <=50K, <=50K
23911, <=50K, <=50K
23912, <=50K, <=50K
23913, >50K, <=50K
23914, <=50K, <=50K
23915, <=50K, <=50K
23916, >50K, <=50K
23917, <=50K, <=50K
23918, <=50K, <=50K
23919, >50K, <=50K
23920, <=50K, <=50K
23921, <=50K, <=50K
23922, <=50K, <=50K
23923, <=50K, <=50K
23924, <=50K, <=50K
23925, >50K, <=50K
23926, >50K, <=50K
23927, <=50K, <=50K
23928, <=50K, <=50K
23929, <=50K, <=50K
23930, <=50K, <=50K
23931, <=50K, <=50K
23932, >50K, <=50K
23933, <=50K, <=50K
23934, >50K, <=50K
23935, <=50K, <=50K
23936, <=50K, <=50K
23937, <=50K, <=50K
23938, >50K, >50K
23939, <=50K, <=50K
23940, <=50K, <=50K
23941, <=50K, <=50K
23942, >50K, <=50K
23943, <=50K, <=50K
23944, <=50K, <=50K
23945, <=50K, <=50K
23946, <=50K, <=50K
23947, <=50K, <=50K
23948, <=50K, <=50K
23949, <=50K, <=50K
23950, <=50K, <=50K
23951, <=50K, <=50K
23952, >50K, >50K
23953, <=50K, <=50K
23954, <=50K, <=50K
23955, >50K, <=50K
23956, <=50K, <=50K
23957, >50K, <=50K
23958, >50K, <=50K
23959, <=50K, <=50K
23960, <=50K, <=50K
23961, >50K, <=50K
23962, >50K, <=50K
23963, <=50K, <=50K
23964, <=50K, <=50K
23965, >50K, >50K
23966, <=50K, <=50K
23967, >50K, <=50K
23968, >50K, <=50K
23969, <=50K, <=50K
23970, >50K, >50K
23971, <=50K, <=50K
23972, <=50K, <=50K
23973, >50K, <=50K
23974, <=50K, <=50K
23975, >50K, <=50K
23976, <=50K, <=50K
23977, >50K, <=50K
23978, <=50K, <=50K
23979, <=50K, <=50K
23980, <=50K, <=50K
23981, <=50K, <=50K
23982, >50K, <=50K
23983, >50K, <=50K
23984, <=50K, <=50K
23985, <=50K, <=50K
23986, >50K, >50K
23987, >50K, >50K
23988, >50K, <=50K
23989, <=50K, >50K
23990, >50K, <=50K
23991, <=50K, <=50K
23992, <=50K, <=50K
23993, <=50K, <=50K
23994, >50K, >50K
23995, >50K, >50K
23996, <=50K, <=50K
23997, <=50K, <=50K
23998, >50K, <=50K
23999, >50K, >50K
24000, <=50K, <=50K
24001, <=50K, <=50K
24002, <=50K, <=50K
24003, <=50K, <=50K
24004, <=50K, <=50K
24005, <=50K, <=50K
24006, <=50K, <=50K
24007, >50K, >50K
24008, >50K, >50K
24009, <=50K, <=50K
24010, >50K, <=50K
24011, <=50K, <=50K
24012, <=50K, <=50K
24013, <=50K, <=50K
24014, >50K, <=50K
24015, >50K, >50K
24016, <=50K, <=50K
24017, <=50K, <=50K
24018, >50K, <=50K
24019, <=50K, <=50K
24020, <=50K, <=50K
24021, <=50K, <=50K
24022, <=50K, <=50K
24023, >50K, <=50K
24024, <=50K, <=50K
